Student_ID,Age,Gender,Parental_Education,Family_Income_Level,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Internet_Usage_Hours,Assignments_Completed,Previous_Grades,Class_Participation,Extracurricular_Activities,Stress_Level,Teacher_Feedback_Score,Absence_Days,Performance_Level,Dropout_Risk
4213,21,Male,High School,Medium,97.8,4.5,7.8,4.4,90.0,74,10,Yes,7,1.0,4,High,No Risk
4214,23,Female,Diploma,Medium,75.9,3.7,6.9,4.6,56.0,72,3,Yes,6,6.0,6,Medium,No Risk
4215,23,Female,Graduate,Low,66.0,4.1,6.9,3.2,82.0,88,8,No,8,9.0,6,Medium,No Risk
4216,25,Female,Postgraduate,Low,87.2,7.6,7.6,1.6,79.0,86,6,Yes,2,10.0,5,High,No Risk
4217,21,Female,Diploma,Medium,76.6,1.7,4.8,2.4,75.0,80,5,Yes,5,9.0,6,Medium,No Risk
4218,20,Female,Graduate,Medium,83.3,3.4,6.0,2.9,72.0,45,7,No,4,6.0,4,Medium,Medium Risk
4219,22,Female,Graduate,Medium,81.3,4.6,7.9,3.5,78.0,61,5,No,10,8.0,9,Medium,No Risk
4220,19,Male,Postgraduate,Medium,79.0,3.4,8.2,6.2,67.0,67,8,Yes,6,1.0,9,Medium,No Risk
4221,18,Male,High School,Low,89.3,5.4,7.4,5.0,100.0,68,10,No,2,7.0,4,High,No Risk
4222,22,Male,Diploma,Medium,89.7,4.4,7.3,2.1,96.0,74,3,Yes,8,10.0,9,High,No Risk
4223,24,Male,Graduate,Medium,72.3,5.0,7.5,6.6,92.0,91,2,No,7,2.0,10,High,No Risk
4224,22,Male,Diploma,Low,67.8,4.7,8.1,3.4,68.0,82,7,Yes,10,3.0,10,Medium,No Risk
4225,24,Male,High School,High,50.5,4.3,5.3,4.6,62.0,60,10,No,5,10.0,10,Medium,Medium Risk
4226,19,Male,High School,Medium,74.2,2.2,6.4,1.9,73.0,61,9,No,10,5.0,4,Low,No Risk
4227,21,Male,Diploma,High,66.0,4.8,6.9,2.7,78.0,60,5,No,4,8.0,8,Medium,No Risk
4228,22,Male,Graduate,Low,82.6,1.3,7.2,5.3,54.0,70,9,Yes,6,9.0,8,Medium,No Risk
4229,20,Female,Graduate,High,74.3,3.3,4.5,2.0,83.0,82,10,Yes,4,10.0,8,High,No Risk
4230,18,Female,High School,High,75.5,5.4,5.5,3.6,92.0,85,3,Yes,4,1.0,11,High,No Risk
4231,18,Female,Postgraduate,Low,,6.6,7.0,4.3,42.0,67,2,No,6,4.0,8,High,No Risk
4232,25,Female,Diploma,Medium,82.4,8.7,8.2,1.8,62.0,72,10,Yes,6,3.0,8,High,No Risk
4233,22,Female,Postgraduate,Medium,76.7,3.7,6.5,0.5,94.0,94,2,No,10,,7,High,No Risk
4234,20,Female,High School,Medium,96.6,2.9,6.2,5.0,82.0,53,1,Yes,4,9.0,8,Medium,No Risk
4235,20,Male,Graduate,Medium,86.1,5.4,7.6,8.4,63.0,80,4,No,7,9.0,9,High,No Risk
4236,18,Female,Postgraduate,High,73.4,7.9,6.6,4.3,87.0,79,8,Yes,5,2.0,8,High,No Risk
4237,25,Male,,Medium,73.9,7.3,8.1,4.6,67.0,68,8,No,9,7.0,4,High,No Risk
4238,18,Female,Graduate,High,86.7,2.6,6.7,2.0,72.0,72,4,No,10,6.0,8,Medium,No Risk
4239,24,Female,Diploma,High,80.2,4.2,5.7,6.0,59.0,77,7,Yes,3,8.0,9,High,No Risk
4240,19,Male,Graduate,High,65.7,6.0,8.7,2.9,76.0,68,10,Yes,6,2.0,9,Medium,No Risk
4241,20,Female,,Medium,87.8,6.2,8.5,5.5,91.0,64,1,Yes,4,2.0,6,High,No Risk
4242,20,Male,Diploma,Medium,91.8,5.6,5.9,4.5,69.0,63,9,Yes,1,4.0,10,High,No Risk
4243,24,Male,Postgraduate,High,91.0,3.7,7.5,4.6,86.0,96,7,No,9,,9,High,No Risk
4244,18,Male,High School,Medium,,5.5,6.6,4.5,75.0,66,9,Yes,7,8.0,9,High,No Risk
4245,20,Male,Diploma,Low,100.0,6.2,7.7,4.5,92.0,75,1,No,10,2.0,8,High,No Risk
4246,20,Male,Postgraduate,Medium,97.0,2.8,5.9,4.0,69.0,82,3,Yes,3,10.0,7,High,No Risk
4247,20,Female,High School,Low,81.7,6.9,8.0,5.1,99.0,69,4,No,4,1.0,9,High,No Risk
4248,19,Female,,High,75.7,6.3,8.4,2.3,86.0,72,8,No,3,6.0,9,High,No Risk
4249,25,Male,Diploma,Medium,57.9,3.2,,3.1,80.0,79,7,Yes,4,6.0,8,Medium,High Risk
4250,21,Female,Graduate,Medium,78.1,6.2,7.1,6.0,80.0,61,4,No,8,4.0,7,Medium,No Risk
4251,21,Male,Postgraduate,Low,83.7,6.0,8.5,3.8,69.0,52,3,Yes,9,2.0,8,Medium,No Risk
4252,21,Male,High School,Medium,78.5,6.0,5.8,2.9,68.0,63,5,No,2,1.0,8,High,No Risk
4253,25,Female,Graduate,Medium,57.2,7.3,6.2,5.3,80.0,94,2,No,1,3.0,6,High,Medium Risk
4254,20,Female,Graduate,Medium,74.8,4.5,7.8,4.9,58.0,65,10,Yes,7,5.0,7,Medium,No Risk
4255,20,Male,Graduate,Medium,85.1,5.1,6.8,1.3,67.0,74,9,No,2,2.0,6,High,No Risk
4256,20,Male,Graduate,Medium,66.7,0.5,5.1,4.7,62.0,55,8,Yes,9,9.0,11,Low,No Risk
4257,20,Female,Postgraduate,Medium,79.8,6.5,6.6,3.7,85.0,89,5,No,2,10.0,13,High,No Risk
4258,18,Female,Diploma,Medium,82.7,6.3,9.1,4.7,85.0,68,7,Yes,4,8.0,9,High,No Risk
4259,22,Male,High School,Medium,90.3,6.9,9.5,3.5,95.0,66,3,Yes,4,9.0,8,High,No Risk
4260,18,Male,Graduate,High,96.8,2.8,6.2,4.3,71.0,70,2,Yes,5,4.0,9,Medium,No Risk
4261,19,Male,Diploma,High,73.8,6.2,5.9,0.4,64.0,100,3,No,9,9.0,10,High,No Risk
4262,19,Female,Diploma,Medium,80.0,6.3,6.5,2.0,54.0,78,6,No,6,2.0,7,High,No Risk
4263,20,Female,High School,Medium,80.4,3.3,9.2,4.8,80.0,70,10,No,3,7.0,10,Medium,No Risk
4264,24,Female,High School,Low,85.1,6.4,8.0,8.0,97.0,35,2,No,7,6.0,8,Medium,Medium Risk
4265,22,Male,Postgraduate,High,83.9,5.3,8.8,4.1,75.0,90,4,Yes,6,5.0,13,High,No Risk
4266,25,Female,High School,High,93.7,1.4,8.2,2.3,76.0,63,1,No,10,9.0,7,Medium,No Risk
4267,20,Female,Graduate,Low,52.4,5.6,5.4,3.7,76.0,61,5,Yes,10,4.0,7,Medium,High Risk
4268,25,Male,Graduate,Medium,82.6,3.1,5.9,2.0,80.0,62,10,Yes,9,6.0,7,Medium,No Risk
4269,18,Female,High School,Medium,83.4,1.5,6.2,5.6,91.0,91,1,Yes,2,5.0,7,High,No Risk
4270,22,Male,High School,Low,75.4,5.2,6.4,3.6,100.0,71,6,No,3,6.0,7,High,No Risk
4271,24,Male,Diploma,High,53.1,4.4,6.2,5.3,83.0,52,2,Yes,2,4.0,7,Medium,Medium Risk
4272,22,Female,Diploma,High,,7.0,6.3,3.2,84.0,69,1,Yes,6,8.0,13,High,No Risk
4273,25,Male,Diploma,High,70.2,4.8,7.8,5.4,72.0,61,6,No,9,6.0,8,Medium,No Risk
4274,20,Female,Graduate,Low,96.5,5.9,7.2,0.7,74.0,77,5,Yes,2,2.0,6,High,No Risk
4275,18,Male,High School,Medium,82.1,5.4,8.5,3.5,74.0,67,10,Yes,10,5.0,8,Medium,No Risk
4276,24,Male,High School,High,69.2,6.3,7.3,4.4,71.0,52,3,Yes,1,7.0,5,High,No Risk
4277,18,Male,High School,Medium,55.4,2.9,6.2,3.0,78.0,71,7,No,6,1.0,10,Medium,Medium Risk
4278,24,Female,Diploma,Medium,84.5,4.9,7.2,4.1,85.0,71,2,No,4,1.0,10,High,No Risk
4279,23,Male,Diploma,Medium,85.7,4.2,5.2,4.1,77.0,56,6,No,10,6.0,6,Medium,No Risk
4280,24,Female,Postgraduate,Low,75.6,5.7,4.2,5.3,72.0,47,9,No,4,2.0,9,Medium,Medium Risk
4281,21,Male,High School,Medium,84.6,5.0,7.8,4.6,78.0,76,4,No,2,6.0,8,High,No Risk
4282,25,Male,Diploma,High,74.2,3.4,8.2,4.2,62.0,68,2,No,6,1.0,14,Medium,No Risk
4283,19,Female,Graduate,Low,89.7,3.9,7.1,5.0,88.0,69,6,No,1,9.0,4,High,No Risk
4284,21,Male,Graduate,Low,88.9,7.5,6.5,1.2,70.0,82,2,Yes,7,7.0,4,High,No Risk
4285,18,Female,Graduate,Medium,60.0,1.5,5.4,2.2,59.0,47,7,Yes,2,7.0,8,Low,Medium Risk
4286,24,Male,High School,Medium,62.7,5.8,8.4,1.1,83.0,73,3,Yes,4,10.0,5,High,No Risk
4287,23,Male,Graduate,Medium,100.0,6.7,7.6,4.4,84.0,81,7,No,6,7.0,14,High,No Risk
4288,24,Female,Diploma,Low,88.3,5.5,7.3,4.2,63.0,70,8,Yes,9,2.0,3,Medium,No Risk
4289,24,Female,Graduate,Medium,64.1,8.0,7.0,5.9,85.0,54,10,No,7,9.0,9,High,No Risk
4290,20,Female,High School,Low,60.7,6.2,6.4,4.1,86.0,63,2,No,9,5.0,10,Medium,No Risk
4291,18,Male,Graduate,Medium,80.3,5.2,5.7,2.4,100.0,66,10,No,9,7.0,7,High,No Risk
4292,25,Male,Graduate,Medium,65.4,3.7,7.3,3.7,72.0,51,4,Yes,8,9.0,9,Low,No Risk
4293,21,Female,Graduate,Medium,74.5,5.2,6.4,0.3,75.0,77,2,Yes,4,5.0,5,High,No Risk
4294,18,Female,High School,Medium,77.5,5.7,6.5,2.8,67.0,72,10,No,4,9.0,8,High,No Risk
4295,25,Female,Graduate,Medium,77.0,4.5,9.1,0.0,83.0,64,6,No,9,10.0,7,Medium,No Risk
4296,25,Female,Graduate,Medium,90.4,3.2,6.9,4.1,76.0,85,6,No,3,5.0,9,High,No Risk
4297,21,Female,Diploma,Medium,98.2,2.3,4.1,3.0,91.0,65,4,Yes,9,1.0,11,Medium,No Risk
4298,24,Male,Diploma,Medium,72.7,4.8,6.4,3.3,69.0,91,2,No,2,8.0,5,High,No Risk
4299,18,Female,High School,Medium,65.6,1.8,5.8,1.9,83.0,69,1,No,9,9.0,4,Low,No Risk
4300,18,Male,High School,Medium,82.3,3.7,6.8,2.4,72.0,60,9,No,3,1.0,8,Medium,No Risk
4301,20,Male,Graduate,Medium,95.9,0.5,5.3,4.7,48.0,60,1,No,8,10.0,8,Low,No Risk
4302,23,Female,Diploma,Medium,73.6,6.0,7.5,1.1,85.0,73,6,Yes,10,8.0,12,Medium,No Risk
4303,19,Male,Graduate,Low,87.4,6.6,6.6,4.4,50.0,58,3,No,10,2.0,2,Medium,No Risk
4304,18,Male,Graduate,Medium,68.8,4.6,6.4,2.1,74.0,74,9,No,5,8.0,6,Medium,No Risk
4305,23,Female,Graduate,Low,78.2,7.8,7.2,0.6,74.0,67,8,Yes,2,7.0,7,High,No Risk
4306,24,Female,Graduate,High,65.2,6.9,6.9,5.6,76.0,66,1,No,5,6.0,7,High,No Risk
4307,23,Female,Graduate,Medium,78.1,5.4,6.8,5.8,77.0,71,2,Yes,7,6.0,7,High,No Risk
4308,24,Female,Diploma,Low,76.7,4.3,6.7,2.6,77.0,85,2,No,5,2.0,6,High,No Risk
4309,24,Male,High School,Medium,84.7,3.9,7.0,2.6,81.0,65,8,Yes,8,10.0,5,Medium,No Risk
4310,22,Female,Graduate,Medium,97.6,5.5,7.4,3.1,74.0,74,1,No,7,3.0,9,High,No Risk
4311,22,Male,Postgraduate,High,73.7,4.2,7.3,2.1,100.0,78,3,No,1,3.0,3,High,No Risk
4312,24,Male,Diploma,High,56.0,5.5,8.4,2.4,71.0,56,5,No,10,2.0,11,Medium,Medium Risk
4313,20,Male,Postgraduate,High,75.8,5.6,6.3,4.3,58.0,79,2,No,3,3.0,7,High,No Risk
4314,18,Male,Postgraduate,Medium,81.3,4.1,7.3,7.0,55.0,83,4,Yes,2,1.0,6,High,No Risk
4315,24,Male,Diploma,High,80.2,6.5,9.9,2.9,86.0,85,4,Yes,3,9.0,9,High,No Risk
4316,20,Male,Graduate,Medium,76.3,4.1,7.0,5.2,52.0,58,5,No,9,9.0,10,Medium,No Risk
4317,25,Female,Graduate,High,94.4,4.5,7.0,4.1,58.0,58,1,No,8,1.0,7,Medium,No Risk
4318,21,Male,High School,Low,79.5,2.7,5.5,0.7,56.0,71,4,No,5,2.0,10,Medium,No Risk
4319,24,Male,High School,High,76.8,4.0,6.1,3.5,83.0,71,6,Yes,6,5.0,9,Medium,No Risk
4320,18,Female,Diploma,Medium,69.4,8.4,6.9,3.2,96.0,72,5,No,3,3.0,5,High,No Risk
4321,23,Female,Graduate,Medium,58.8,2.9,7.6,6.0,62.0,67,10,No,10,2.0,11,Low,Medium Risk
4322,21,Female,Diploma,High,81.6,5.3,7.8,6.1,82.0,74,4,Yes,6,8.0,7,High,No Risk
4323,21,Male,Graduate,Medium,80.7,3.7,7.4,4.1,36.0,39,4,Yes,2,9.0,12,Low,Medium Risk
4324,20,Male,Graduate,High,66.3,0.5,8.0,5.6,65.0,81,2,No,6,4.0,10,Medium,No Risk
4325,25,Female,Graduate,Low,77.5,5.5,5.8,3.3,85.0,91,7,Yes,1,6.0,9,High,No Risk
4326,21,Female,High School,Medium,76.4,3.5,7.6,5.4,71.0,65,6,Yes,2,5.0,6,Medium,No Risk
4327,24,Male,Diploma,Medium,71.1,5.1,7.0,3.7,91.0,75,1,No,3,4.0,4,High,No Risk
4328,21,Female,High School,Low,69.3,6.3,7.1,5.4,43.0,94,9,No,1,1.0,8,High,No Risk
4329,18,Female,High School,Medium,82.5,4.9,6.6,5.5,65.0,72,10,No,9,8.0,15,Medium,No Risk
4330,25,Female,High School,Medium,75.5,5.1,5.9,4.7,83.0,76,10,No,7,10.0,5,High,No Risk
4331,19,Male,High School,Medium,71.5,2.9,5.5,2.2,83.0,96,8,Yes,6,8.0,18,High,Medium Risk
4332,20,Female,High School,Medium,,5.8,7.4,2.8,84.0,98,2,No,8,10.0,8,High,No Risk
4333,24,Male,Graduate,Low,76.6,4.2,7.6,4.8,79.0,58,9,Yes,7,9.0,14,Medium,No Risk
4334,25,Female,Diploma,High,88.2,0.9,6.8,5.0,59.0,67,5,No,7,4.0,12,Medium,No Risk
4335,25,Male,High School,High,80.3,6.0,7.0,3.8,64.0,84,9,Yes,6,9.0,3,High,No Risk
4336,21,Male,Postgraduate,Medium,75.4,6.5,6.1,3.0,100.0,78,3,Yes,4,3.0,7,High,No Risk
4337,24,Male,Diploma,Medium,81.4,7.2,7.6,3.8,57.0,81,7,Yes,1,4.0,6,High,No Risk
4338,20,Female,Postgraduate,Medium,93.0,8.4,7.1,3.0,55.0,38,6,Yes,6,,8,High,High Risk
4339,23,Female,Graduate,Medium,83.4,5.9,6.6,3.0,86.0,47,5,Yes,8,3.0,18,Medium,Medium Risk
4340,22,Female,High School,High,80.9,5.4,8.0,6.8,60.0,95,4,No,10,8.0,7,High,No Risk
4341,18,Female,Postgraduate,Medium,85.0,6.5,7.8,2.7,100.0,82,1,No,3,2.0,16,High,Medium Risk
4342,21,Female,Postgraduate,Medium,76.3,2.9,5.2,4.4,100.0,77,9,Yes,10,2.0,6,Medium,No Risk
4343,21,Female,Graduate,Medium,80.0,1.5,7.1,3.8,72.0,56,8,No,1,8.0,10,Medium,No Risk
4344,20,Male,Diploma,Medium,72.6,3.6,5.9,1.4,81.0,67,10,No,3,5.0,12,Medium,No Risk
4345,20,Female,Diploma,High,60.9,6.8,7.2,1.4,49.0,79,6,Yes,9,10.0,5,Medium,No Risk
4346,22,Male,Diploma,Low,81.8,3.3,4.0,3.4,91.0,54,4,Yes,1,2.0,9,Medium,No Risk
4347,18,Male,Graduate,Medium,81.8,5.3,7.2,0.2,42.0,63,7,No,5,8.0,7,Medium,No Risk
4348,19,Male,Diploma,Low,74.8,5.5,7.9,6.6,56.0,77,4,Yes,7,3.0,8,Medium,No Risk
4349,24,Male,High School,Low,89.4,4.9,6.9,2.9,78.0,80,10,No,1,5.0,10,High,No Risk
4350,20,Female,High School,Medium,70.1,2.2,5.6,2.7,84.0,65,6,No,2,5.0,8,Medium,No Risk
4351,22,Female,High School,Medium,58.5,5.1,9.3,5.6,54.0,85,7,No,4,9.0,7,Medium,Medium Risk
4352,22,Male,High School,Medium,70.3,3.7,8.4,3.3,68.0,84,7,No,9,4.0,10,Medium,No Risk
4353,22,Female,Diploma,Low,61.0,7.6,6.4,4.6,51.0,49,4,No,8,4.0,10,Medium,Medium Risk
4354,21,Male,Postgraduate,Medium,81.7,6.5,6.7,2.5,71.0,93,8,No,3,5.0,6,High,No Risk
4355,21,Male,High School,Medium,69.7,3.8,4.6,3.6,64.0,87,5,Yes,4,10.0,15,High,No Risk
4356,24,Male,Diploma,Medium,88.8,7.7,7.6,5.1,66.0,75,2,Yes,2,4.0,10,High,No Risk
4357,25,Male,High School,Low,88.6,5.1,5.4,2.0,86.0,70,5,No,5,6.0,7,High,No Risk
4358,20,Male,Diploma,Medium,67.8,1.5,7.8,4.4,80.0,82,1,No,9,1.0,1,Medium,No Risk
4359,23,Male,Graduate,Low,69.1,4.4,8.2,0.0,84.0,79,8,No,1,7.0,6,High,No Risk
4360,25,Male,Diploma,High,83.9,7.4,6.9,5.7,74.0,68,7,No,3,1.0,6,High,No Risk
4361,18,Male,Postgraduate,High,88.8,3.0,5.7,2.6,87.0,93,9,No,3,,3,High,No Risk
4362,24,Female,Postgraduate,High,55.9,4.4,8.5,3.4,75.0,45,5,No,1,3.0,7,Medium,Medium Risk
4363,21,Male,Graduate,Low,81.1,2.1,7.0,3.3,69.0,63,10,Yes,10,2.0,6,Low,No Risk
4364,25,Male,Graduate,Low,53.8,2.3,7.1,1.8,85.0,78,7,Yes,9,6.0,7,Medium,Medium Risk
4365,22,Female,Diploma,High,72.0,3.0,5.9,1.7,70.0,71,4,No,4,3.0,6,Medium,No Risk
4366,24,Male,Graduate,Medium,90.0,2.3,7.2,4.4,71.0,81,4,No,1,3.0,9,High,No Risk
4367,19,Male,Diploma,Medium,100.0,3.4,6.8,4.5,92.0,54,10,Yes,6,9.0,7,Medium,No Risk
4368,19,Male,Graduate,Medium,75.4,7.6,5.4,2.0,91.0,69,2,Yes,5,7.0,9,High,No Risk
4369,25,Female,High School,Low,64.3,4.4,8.6,4.4,72.0,87,1,No,2,1.0,9,High,No Risk
4370,22,Female,High School,Medium,72.4,5.9,9.1,4.4,89.0,53,2,Yes,4,8.0,8,Medium,No Risk
4371,22,Female,High School,High,78.7,6.5,8.2,2.9,57.0,69,7,Yes,10,,6,Medium,No Risk
4372,19,Female,Graduate,Medium,70.6,2.5,8.0,1.3,,65,8,Yes,2,9.0,8,Medium,No Risk
4373,19,Male,Graduate,Medium,67.8,3.0,9.1,3.4,65.0,77,6,No,9,6.0,7,Medium,No Risk
4374,24,Male,High School,High,73.3,5.9,5.7,4.1,76.0,77,5,Yes,1,10.0,2,High,No Risk
4375,20,Male,Diploma,Medium,82.4,3.4,5.7,3.4,87.0,73,2,Yes,5,10.0,12,High,No Risk
4376,22,Male,Diploma,Low,76.1,5.8,6.5,2.5,84.0,68,1,Yes,1,,13,High,No Risk
4377,20,Male,Graduate,Medium,68.3,7.5,7.4,4.3,82.0,73,8,No,7,1.0,4,High,No Risk
4378,20,Male,High School,Low,70.6,1.9,6.6,5.7,78.0,70,3,No,5,10.0,8,Medium,No Risk
4379,19,Female,High School,Medium,73.4,3.9,5.8,2.2,74.0,72,10,No,7,7.0,10,Medium,No Risk
4380,25,Male,Graduate,Medium,67.0,4.1,7.0,3.0,94.0,91,9,Yes,10,9.0,7,Medium,No Risk
4381,25,Male,Graduate,Low,70.2,3.6,6.9,8.2,53.0,56,8,No,9,1.0,13,Low,No Risk
4382,18,Female,Graduate,Low,85.1,,8.0,4.0,66.0,76,5,No,8,4.0,11,Medium,No Risk
4383,20,Male,Graduate,Medium,75.5,3.6,7.1,1.3,82.0,60,4,Yes,4,1.0,9,Medium,No Risk
4384,22,Female,Postgraduate,Medium,58.7,4.5,4.7,2.7,99.0,97,9,No,8,4.0,9,High,Medium Risk
4385,21,Female,Diploma,Medium,89.3,4.8,7.5,2.2,71.0,73,1,Yes,6,8.0,19,High,High Risk
4386,23,Female,Diploma,Medium,82.6,6.2,8.9,4.1,72.0,56,10,Yes,7,2.0,2,Medium,No Risk
4387,20,Male,Postgraduate,Medium,62.8,4.5,7.0,4.0,57.0,69,9,No,7,4.0,7,Medium,No Risk
4388,18,Male,High School,High,74.0,6.5,8.2,2.4,68.0,53,1,No,8,9.0,8,Medium,No Risk
4389,20,Female,Graduate,Low,69.3,3.4,6.4,6.7,87.0,64,3,No,8,,10,Medium,No Risk
4390,22,Female,High School,Medium,85.4,2.3,,3.6,100.0,80,10,Yes,6,6.0,12,High,No Risk
4391,19,Female,Diploma,Low,73.9,4.0,6.1,2.7,72.0,90,7,No,2,5.0,10,High,No Risk
4392,24,Male,High School,Medium,77.2,5.3,6.7,1.4,64.0,86,4,No,10,3.0,7,Medium,No Risk
4393,18,Male,Graduate,Medium,75.9,6.0,6.7,2.0,77.0,71,9,Yes,1,10.0,7,High,No Risk
4394,18,Male,Graduate,Low,61.7,7.1,7.6,1.4,52.0,79,7,No,7,9.0,4,High,No Risk
4395,22,Male,High School,Low,93.5,5.0,6.0,3.2,95.0,83,10,No,3,4.0,11,High,No Risk
4396,22,Male,High School,Medium,85.3,5.9,5.2,2.0,58.0,100,5,Yes,7,9.0,7,High,No Risk
4397,20,Female,Diploma,Medium,69.8,7.0,7.6,4.8,81.0,64,6,Yes,5,5.0,13,High,No Risk
4398,20,Male,High School,High,80.1,3.1,7.5,2.5,80.0,92,7,No,1,7.0,7,High,No Risk
4399,18,Female,Diploma,High,88.7,4.1,7.1,4.9,85.0,58,1,No,10,3.0,8,Medium,No Risk
4400,23,Female,Postgraduate,Medium,78.6,9.5,8.1,4.3,80.0,87,7,No,8,4.0,9,High,No Risk
4401,21,Male,High School,Low,95.1,6.0,6.8,4.6,76.0,64,8,Yes,4,10.0,11,High,No Risk
4402,18,Female,Diploma,Low,100.0,5.4,7.3,5.0,82.0,63,2,No,4,3.0,12,High,No Risk
4403,21,Female,Diploma,Medium,76.6,6.1,6.6,6.9,89.0,68,9,No,6,5.0,12,High,No Risk
4404,25,Male,High School,High,71.6,2.1,6.7,2.1,100.0,62,5,No,8,8.0,4,Medium,No Risk
4405,20,Male,High School,Medium,67.1,3.3,7.4,4.9,59.0,78,5,No,10,4.0,3,Medium,No Risk
4406,25,Female,,Low,53.7,2.7,9.7,4.2,48.0,88,3,Yes,9,8.0,6,Medium,Medium Risk
4407,20,Female,Graduate,Medium,91.7,5.3,7.9,5.3,53.0,45,9,No,1,,9,Medium,Medium Risk
4408,19,Female,Graduate,High,74.1,3.8,7.7,3.7,49.0,70,2,No,1,6.0,11,Medium,No Risk
4409,20,Female,Diploma,Medium,87.6,4.7,7.9,5.5,58.0,58,10,Yes,2,10.0,9,Medium,No Risk
4410,20,Male,Graduate,Medium,89.8,3.9,4.2,1.3,56.0,84,6,No,4,8.0,12,High,No Risk
4411,18,Female,Postgraduate,Medium,66.1,1.6,7.4,1.8,70.0,90,3,Yes,1,10.0,12,Medium,No Risk
4412,22,Female,Postgraduate,Medium,67.8,6.1,8.1,2.5,89.0,70,7,No,10,2.0,10,Medium,No Risk
4413,20,Female,Postgraduate,Medium,97.2,1.3,7.1,3.4,85.0,63,8,Yes,7,9.0,9,Medium,No Risk
4414,23,Female,High School,Medium,77.2,3.2,6.9,3.6,67.0,51,3,No,2,6.0,9,Medium,No Risk
4415,21,Female,Postgraduate,Medium,70.7,2.1,5.9,2.2,68.0,97,9,Yes,9,8.0,9,Medium,No Risk
4416,21,Female,Graduate,Medium,66.5,2.9,6.5,1.8,100.0,89,1,No,8,4.0,14,Medium,No Risk
4417,21,Male,Graduate,Medium,76.4,4.9,6.0,2.4,85.0,46,2,Yes,4,8.0,11,Medium,Medium Risk
4418,19,Female,Graduate,Low,94.6,6.7,8.2,0.6,79.0,81,10,Yes,4,10.0,7,High,No Risk
4419,23,Male,Postgraduate,Low,85.5,1.7,8.8,3.0,78.0,58,8,Yes,7,5.0,13,Medium,No Risk
4420,18,Female,Diploma,Low,80.0,3.5,9.3,3.4,72.0,65,5,Yes,6,5.0,6,Medium,No Risk
4421,23,Female,Graduate,Low,95.5,1.4,6.0,4.2,100.0,56,4,No,10,6.0,8,Medium,No Risk
4422,25,Female,Graduate,Medium,93.4,3.4,6.2,3.8,73.0,46,7,No,10,3.0,12,Medium,High Risk
4423,24,Male,Graduate,High,81.7,4.6,6.1,6.5,78.0,71,7,No,10,6.0,10,Medium,No Risk
4424,21,Male,Graduate,Medium,100.0,5.9,5.8,4.9,51.0,97,1,No,7,2.0,6,High,No Risk
4425,20,Male,High School,Medium,75.3,0.7,5.8,4.8,66.0,60,5,No,8,7.0,16,Low,Medium Risk
4426,24,Male,Diploma,High,90.1,5.5,6.4,4.1,68.0,84,7,No,5,10.0,9,High,No Risk
4427,20,Male,Diploma,High,73.7,2.7,8.0,4.4,83.0,86,6,Yes,8,8.0,7,Medium,No Risk
4428,21,Female,Graduate,Medium,87.9,2.3,6.1,3.1,64.0,81,8,No,7,10.0,6,Medium,No Risk
4429,24,Male,Graduate,Low,75.3,4.6,8.3,3.7,77.0,98,10,Yes,6,5.0,10,High,No Risk
4430,25,Female,Graduate,Low,83.1,5.6,8.6,6.8,67.0,84,1,Yes,3,8.0,9,High,No Risk
4431,25,Male,Graduate,High,100.0,4.3,7.3,3.4,59.0,95,6,No,10,6.0,4,High,No Risk
4432,18,Female,Graduate,Low,88.5,2.5,8.5,1.2,59.0,57,6,No,1,5.0,9,Medium,No Risk
4433,25,Female,High School,Medium,83.2,4.3,5.4,4.7,73.0,82,3,Yes,2,7.0,7,High,No Risk
4434,18,Female,Graduate,Medium,69.5,3.2,6.3,5.0,78.0,92,2,No,7,7.0,14,Medium,No Risk
4435,22,Female,,Medium,80.1,5.6,7.2,3.8,,62,10,Yes,4,1.0,5,High,No Risk
4436,25,Female,Graduate,Medium,66.9,6.4,7.3,0.3,,30,2,No,9,8.0,8,Low,Medium Risk
4437,23,Female,Postgraduate,Medium,87.8,6.3,8.7,5.7,,56,5,Yes,1,6.0,5,High,No Risk
4438,25,Female,Postgraduate,Medium,87.5,4.5,5.8,3.9,71.0,63,7,No,7,2.0,8,Medium,No Risk
4439,20,Male,Diploma,High,76.0,6.5,6.4,3.0,60.0,79,5,Yes,3,2.0,10,High,No Risk
4440,20,Male,Graduate,Low,96.3,2.7,6.9,5.5,77.0,65,7,Yes,6,2.0,10,Medium,No Risk
4441,20,Female,Diploma,High,94.8,,6.4,0.1,100.0,72,1,Yes,5,9.0,12,High,No Risk
4442,20,Male,Diploma,Medium,79.6,2.7,5.7,3.7,74.0,64,6,Yes,2,4.0,3,Medium,No Risk
4443,23,Female,High School,Low,84.2,0.8,6.4,2.6,54.0,70,9,Yes,5,5.0,11,Medium,No Risk
4444,21,Female,High School,High,71.5,7.0,6.7,6.0,98.0,71,6,Yes,1,4.0,8,High,No Risk
4445,23,Male,High School,High,75.0,3.2,8.7,3.9,95.0,64,10,No,9,8.0,5,Medium,No Risk
4446,21,Female,Graduate,High,66.1,4.7,5.8,2.0,97.0,83,5,No,3,5.0,10,High,No Risk
4447,20,Female,High School,High,72.7,,8.0,5.4,75.0,90,4,No,2,10.0,8,High,No Risk
